"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","ACSH","ACSH_ATTRIBUTES","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","DAEV","DAEV_ATTRIBUTES","DAWM","DAWM_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","FRGB","FRGB_ATTRIBUTES","FRGT","FRGT_ATTRIBUTES","FRTH","FRTH_ATTRIBUTES","GAHT","GAHT_ATTRIBUTES","MDEV","MDEV_ATTRIBUTES","MDWM","MDWM_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","SN02","SN02_ATTRIBUTES","SN51","SN51_ATTRIBUTES","SN52","SN52_ATTRIBUTES","SX02","SX02_ATTRIBUTES","SX52","SX52_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT10","WT10_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT12","WT12_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT15","WT15_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT17","WT17_ATTRIBUTES","WT18","WT18_ATTRIBUTES","WT19","WT19_ATTRIBUTES","WT21","WT21_ATTRIBUTES","WT22","WT22_ATTRIBUTES","WV03","WV03_ATTRIBUTES","WV20","WV20_ATTRIBUTES"
"USW00014607","1939-02-07","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  432",",,0,","  -78",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-08","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  432",",,0,","  -72",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-09","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   10",",,0,",,,"  432",",,0,","  -39",",,0"," -133",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-10","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   23",",,0,",,,"  432",",,0,"," -100",",,0"," -222",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-11","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    8",",,0,",,,"  457",",,0,","   -6",",,0"," -106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-12","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,",,,"  432",",,0,","  -72",",,0"," -189",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-13","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,",,,"  432",",,0,"," -156",",,0"," -200",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-14","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   28",",,0,",,,"  432",",,0,","  -94",",,0"," -211",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-15","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  104",",,0,",,,"  483",",,0,","   56",",,0","  -94",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-16","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   23",",,0,",,,"  406",",,0,","  -39",",,0"," -106",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-17","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    8",",,0,",,,"  406",",,0,","  -89",",,0"," -244",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-18","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    5",",,0,",,,"  432",",,0,","  -11",",,0"," -117",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-19","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  457",",,0,"," -117",",,0"," -178",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-20","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   76",",,0,",,,"  483",",,0,"," -144",",,0"," -211",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-21","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  559",",,0,"," -122",",,0"," -189",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-22","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   91",",,0,",,,"  559",",,0,"," -128",",,0"," -156",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-23","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  711",",,0,"," -111",",,0"," -233",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-24","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,",,,"  711",",,0,","  -50",",,0"," -206",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-25","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  686",",,0,","  -94",",,0"," -161",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-26","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   15",",,0,",,,"  686",",,0,","  -22",",,0"," -211",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-27","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","  130",",,0,",,,"  762",",,0,","  -22",",,0","  -61",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-02-28","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  762",",,0,","  -22",",,0"," -156",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-01","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   25",",,0,",,,"  711",",,0,","   33",",,0","  -22",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-02","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  584",",,0,","  -22",",,0"," -206",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-03","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  584",",,0,","  -67",",,0"," -261",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-04","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0",",,0,",,,"  559",",,0,","   33",",,0","  -89",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-05","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  559",",,0,","   28",",,0","  -39",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-06","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    3",",,0,",,,"  533",",,0,","    0",",,0","  -56",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-07","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","   99",",,0,",,,"  533",",,0,","  -56",",,0"," -222",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014607","1939-03-08","46.87049","-68.01723","188.6","CARIBOU WEATHER FORECAST OFFICE, ME US","    0","T,,0,",,,"  533",",,0,"," -167",",,0"," -256",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
